"score"	"label"	"x0"	"y0"	"x1"	"y1"
0.5651351809501648	"man"	398.1067199707031	139.26658630371094	499.2414245605469	294.3907470703125
0.5184656977653503	"man"	210.56588745117188	125.06237030029297	291.23785400390625	276.6234130859375
0.47372153401374817	"man"	159.92987060546875	123.38965606689453	235.9283447265625	275.9383544921875
0.45584404468536377	"man"	292.7483215332031	126.42281341552734	369.7375183105469	274.1535949707031
0.4784030616283417	"man"	90.38648986816406	147.83236694335938	174.24400329589844	279.8996276855469
0.44403985142707825	"man"	353.33935546875	133.986328125	433.578369140625	287.2586975097656
0.4542289674282074	"man"	245.32806396484375	61.93479537963867	302.20904541015625	169.2609405517578
0.2974358797073364	"man"	244.90481567382812	61.597450256347656	305.8938293457031	251.42507934570312
0.27069348096847534	"man"	245.07362365722656	61.763450622558594	302.7425537109375	214.38357543945312
0.34790265560150146	"man"	331.3273010253906	126.20636749267578	383.5851135253906	258.4969482421875
0.34753984212875366	"man"	23.629295349121094	126.65708923339844	198.23117065429688	244.4460906982422
0.26365143060684204	"man"	24.052650451660156	146.45883178710938	176.04766845703125	278.8167724609375
0.28096097707748413	"man"	161.57421875	127.20453643798828	198.19314575195312	189.05601501464844
